Z,Element,Nuclide,Half-life,Decay mode,Alpha,Electron,Photon,Total,Daughter Products
88,Radium,Ra-224,3.66 d,A,5.7766,0.0023,0.0104,5.7893,{'Rn-220': 1.0}
88,Radium,Ra-225,14.9 d,B-,–,0.105,0.0145,0.1194,{'Ac-225': 1.0}
88,Radium,Ra-226,1600 y,A,4.8603,0.0039,0.0074,4.8716,{'Rn-222': 1.0}
88,Radium,Ra-227,42.2 m,B-,–,0.4511,0.1508,0.6019,{'Ac-227': 1.0}
88,Radium,Ra-228,5.75 y,B-,–,0.0132,0.0031,0.0163,{'Ac-228': 1.0}
88,Radium,Ra-230,93 m,B-,–,0.2201,0.0794,0.2995,{'Ac-230': 1.0}
89,Actinium,Ac-223,2.10 m,A,6.6721,0.0254,0.019,6.7165,{'Fr-219': 0.99}
89,Actinium,Ac-224,2.78 h,ECA,0.5662,0.049,0.2325,0.8477,"{'Ra-224': 0.909, 'Fr-220': 0.091}"
89,Actinium,Ac-225,10.0 d,A,5.892,0.0248,0.0171,5.9338,{'Fr-221': 1.0}
89,Actinium,Ac-226,29.37 h,B-ECA,0.0003,0.2914,0.1327,0.4245,"{'Th-226': 0.83, 'Ra-226': 0.17, 'Fr-222': 6e-05}"
89,Actinium,Ac-227,21.772 y,B-A,0.0693,0.015,0.0011,0.0853,"{'Th-227': 0.9862, 'Fr-223': 0.0138}"
89,Actinium,Ac-228,6.15 h,B-,–,0.4495,0.8671,1.3166,{'Th-228': 1.0}
89,Actinium,Ac-230,122 s,B-,–,0.9229,0.544,1.4668,{'Th-230': 1.0}
89,Actinium,Ac-231,7.5 m,B-,–,0.6361,0.419,1.055,{'Th-231': 1.0}
89,Actinium,Ac-232,119 s,B-,–,0.9707,1.1528,2.1235,{'Th-232': 1.0}
89,Actinium,Ac-233,145 s,B-,–,0.8355,0.4993,1.3348,{'Th-233': 1.0}
90,Thorium,Th-223,0.60 s,A,7.4134,0.0575,0.0754,7.5463,{'Ra-219': 1.0}
90,Thorium,Th-224,1.05 s,A,7.2635,0.0129,0.0232,7.2996,{'Ra-220': 1.0}
90,Thorium,Th-226,30.57 m,A,6.4219,0.0211,0.0089,6.4519,{'Ra-222': 1.0}
90,Thorium,Th-227,18.68 d,A,5.9883,0.0755,0.1317,6.1955,{'Ra-223': 1.0}
90,Thorium,Th-228,1.9116 y,A,5.4956,0.021,0.0036,5.5202,{'Ra-224': 1.0}
90,Thorium,Th-229,7.34E+3 y,A,4.9584,0.1217,0.0971,5.1772,{'Ra-225': 1.0}
90,Thorium,Th-230,7.538E+4 y,A,4.7538,0.0146,0.0018,4.7702,{'Ra-226': 1.0}
90,Thorium,Th-231,25.52 h,B-,–,0.1622,0.0269,0.1891,{'Pa-231': 1.0}
90,Thorium,Th-232,1.405E10 y,A,4.0688,0.0126,0.0015,4.0829,{'Ra-228': 1.0}
90,Thorium,Th-233,22.3 m,B-,–,0.414,0.0375,0.4515,{'Pa-233': 1.0}
90,Thorium,Th-234,24.10 d,B-,–,0.0622,0.0105,0.0728,{'Pa-234m': 1.0}
90,Thorium,Th-235,7.1 m,B-,–,0.6713,0.0537,0.7251,{'Pa-235': 1.0}
90,Thorium,Th-236,37.5 m,B-,–,0.3671,0.0346,0.4017,{'Pa-236': 1.0}
91,Protactinium,Pa-227,38.3 m,AEC,5.565,0.0226,0.0234,5.611,"{'Ac-223': 0.85, 'Th-227': 0.15}"
91,Protactinium,Pa-228,22 h,ECB+A,0.1217,0.132,1.3694,1.623,"{'Th-228': 0.98, 'Ac-224': 0.02}"
91,Protactinium,Pa-229,1.50 d,ECA,0.0274,0.0131,0.0666,0.1071,"{'Th-229': 0.9952, 'Ac-225': 0.0048}"
91,Protactinium,Pa-230,17.4 d,ECB-A,0.0002,0.0668,0.6708,0.7377,"{'Th-230': 0.916, 'U-230': 0.084, 'Ac-226': 3.2e-05}"
91,Protactinium,Pa-231,3.276E+4 y,A,5.0592,0.0538,0.045,5.158,{'Ac-227': 1.0}
91,Protactinium,Pa-232,1.31 d,B-EC,–,0.1738,0.9393,1.1131,"{'U-232': 1.0, 'Th-232': 3e-05}"
91,Protactinium,Pa-233,26.967 d,B-,–,0.2151,0.2229,0.438,{'U-233': 1.0}
91,Protactinium,Pa-234,6.70 h,B-,–,0.4037,1.4718,1.8755,{'U-234': 1.0}
91,Protactinium,Pa-234m,1.17 m,B-IT,–,0.8171,0.0162,0.8334,"{'U-234': 0.9984, 'Pa-234': 0.0016}"
91,Protactinium,Pa-235,24.5 m,B-,–,0.4886,0.0008,0.4894,"{'U-235m': 0.9999, 'U-235': 0.00010109}"
91,Protactinium,Pa-236,9.1 m,B-,–,0.8049,0.9148,1.7197,{'U-236': 1.0}
91,Protactinium,Pa-237,8.7 m,B-,–,0.578,0.6095,1.1875,{'U-237': 1.0}
92,Uranium,U-227,1.1 m,A,6.9984,0.096,0.1199,7.2143,{'Th-223': 1.0}
92,Uranium,U-228,9.1 m,A,6.6046,0.0231,0.0056,6.6333,{'Th-224': 0.975}
92,Uranium,U-230,20.8 d,A,5.9681,0.0216,0.0032,5.9929,{'Th-226': 1.0}
92,Uranium,U-231,4.2 d,ECA,0.0002,0.0847,0.0896,0.1745,"{'Pa-231': 1.0, 'Th-227': 4e-05}"
92,Uranium,U-232,68.9 y,A,5.3948,0.0164,0.0023,5.4135,{'Th-228': 1.0}
92,Uranium,U-233,1.592E+5 y,A,4.9013,0.0059,0.0013,4.9085,{'Th-229': 1.0}
92,Uranium,U-234,2.455E+5 y,A,4.843,0.0137,0.002,4.8587,{'Th-230': 1.0}
92,Uranium,U-235,7.04E+8 y,A,4.4693,0.053,0.1669,4.6891,{'Th-231': 1.0}
92,Uranium,U-235m,26 m,IT,–,<E-04,<E-04,<E-04,{'U-235': 1.0}
92,Uranium,U-236,2.342E+7 y,A,4.5592,0.0114,0.0018,4.5723,{'Th-232': 1.0}
92,Uranium,U-237,6.75 d,B-,–,0.1991,0.1442,0.3433,{'Np-237': 1.0}
92,Uranium,U-238,4.468E+9 y,ASF,4.2584,0.0092,0.0014,4.2691,"{'Th-234': 1.0, 'SF': 5.45e-07}"
92,Uranium,U-239,23.45 m,B-,–,0.4108,0.0519,0.4626,{'Np-239': 1.0}
92,Uranium,U-240,14.1 h,B-,–,0.1276,0.0099,0.1374,{'Np-240m': 1.0}
92,Uranium,U-242,16.8 m,B-,–,0.3859,0.0413,0.4272,{'Np-242': 1.0}
93,Neptunium,Np-232,14.7 m,ECB+,–,0.1073,1.1969,1.3042,{'U-232': 1.0}
93,Neptunium,Np-233,36.2 m,ECA,<E-04,0.0144,0.0911,0.1055,"{'U-233': 1.0, 'Pa-229': 1e-05}"
93,Neptunium,Np-234,4.4 d,ECB+,–,0.0574,1.1086,1.166,{'U-234': 1.0}
93,Neptunium,Np-235,396.1 d,ECA,0.0001,0.0105,0.0071,0.0178,"{'U-235': 0.99598, 'U-235m': 0.0039933, 'Pa-231': 2.6e-05}"
93,Neptunium,Np-236,1.54E+5 y,ECB-A,0.0074,0.2372,0.1594,0.4039,"{'U-236': 0.873, 'Pu-236': 0.125, 'Pa-232': 0.0016}"
93,Neptunium,Np-236m,22.5 h,ECB-,–,0.088,0.0507,0.1387,"{'U-236': 0.52, 'Pu-236': 0.48}"
93,Neptunium,Np-237,2.144E+6 y,A,4.8499,0.0681,0.035,4.9529,{'Pa-233': 1.0}
93,Neptunium,Np-238,2.117 d,B-,–,0.2519,0.5879,0.8398,{'Pu-238': 1.0}
93,Neptunium,Np-239,2.3565 d,B-,–,0.2623,0.1846,0.4469,{'Pu-239': 1.0}
93,Neptunium,Np-240,61.9 m,B-,–,0.5095,1.0538,1.5632,{'Pu-240': 1.0}
93,Neptunium,Np-240m,7.22 m,B-IT,–,0.6779,0.3225,1.0004,"{'Pu-240': 0.9989, 'Np-240': 0.0011}"
93,Neptunium,Np-241,13.9 m,B-,–,0.4341,0.0395,0.4736,{'Pu-241': 1.0}
93,Neptunium,Np-242,2.2 m,B-,–,0.9027,0.2654,1.1681,{'Pu-242': 1.0}
93,Neptunium,Np-242m,5.5 m,B-,–,0.7551,0.9194,1.6744,{'Pu-242': 1.0}
94,Plutonium,Pu-232,33.7 m,ECA,1.5402,0.0087,0.0633,1.6122,"{'Np-232': 0.77, 'U-228': 0.23}"
94,Plutonium,Pu-234,8.8 h,ECA,0.3776,0.0114,0.0693,0.4583,"{'Np-234': 0.94, 'U-230': 0.06}"
94,Plutonium,Pu-235,25.3 m,ECA,0.0002,0.0228,0.0957,0.1187,"{'Np-235': 0.99997, 'U-231': 2.7e-05}"
94,Plutonium,Pu-236,2.858 y,ASF,5.8524,0.0128,0.0022,5.8674,"{'U-232': 1.0, 'SF': 1.37e-09}"
94,Plutonium,Pu-237,45.2 d,ECA,0.0002,0.0171,0.0537,0.071,"{'Np-237': 1.0, 'U-233': 4.2e-05}"
94,Plutonium,Pu-238,87.7 y,ASF,5.5803,0.0107,0.0021,5.593,"{'U-234': 1.0, 'SF': 1.85e-09}"
94,Plutonium,Pu-239,2.411E+4 y,A,5.2357,0.0075,0.0011,5.2442,"{'U-235m': 0.9994, 'U-235': 0.0006}"
94,Plutonium,Pu-240,6564 y,ASF,5.2434,0.0105,0.0019,5.2559,"{'U-236': 1.0, 'SF': 5.75e-08}"
94,Plutonium,Pu-241,14.35 y,B-A,0.0001,0.0052,<E-04,0.0054,"{'Am-241': 0.99998, 'U-237': 2.45e-05}"
94,Plutonium,Pu-242,3.75E+5 y,ASF,4.9738,0.009,0.0017,4.9855,"{'U-238': 1.0, 'SF': 5.54e-06}"
94,Plutonium,Pu-243,4.956 h,B-,–,0.1729,0.0259,0.1988,{'Am-243': 1.0}
94,Plutonium,Pu-244,8.00E+7 y,ASF,4.6513,0.0197,0.0211,4.9094,"{'U-240': 0.99879, 'SF': 0.00121}"
94,Plutonium,Pu-245,10.5 h,B-,–,0.319,0.4027,0.7217,{'Am-245': 1.0}
94,Plutonium,Pu-246,10.84 d,B-,–,0.1159,0.1431,0.259,{'Am-246m': 1.0}
95,Americium,Am-237,73.0 m,ECA,0.0015,0.0802,0.3714,0.4531,"{'Pu-237': 0.99975, 'Np-233': 0.00025}"
95,Americium,Am-238,98 m,ECB+A,<E-04,0.0485,0.9023,0.9509,"{'Pu-238': 1.0, 'Np-234': 1e-06}"
95,Americium,Am-239,11.9 h,ECA,0.0006,0.1709,0.2436,0.415,"{'Pu-239': 0.9999, 'Np-235': 0.0001}"
95,Americium,Am-240,50.8 h,ECA,<E-04,0.0758,1.0355,1.1112,"{'Pu-240': 1.0, 'Np-236': 1.9e-06}"
95,Americium,Am-241,432.2 y,A,5.5712,0.0373,0.0293,5.6379,{'Np-237': 1.0}
95,Americium,Am-242,16.02 h,B-EC,–,0.1806,0.0188,0.1994,"{'Cm-242': 0.827, 'Pu-242': 0.173}"
95,Americium,Am-242m,141 y,ITA,0.0238,0.0439,0.0056,0.0734,"{'Am-242': 0.9955, 'Np-238': 0.0045}"
95,Americium,Am-243,7.37E+3 y,A,5.3583,0.0234,0.0585,5.4402,{'Np-239': 1.0}
95,Americium,Am-244,10.1 h,B-,–,0.333,0.8052,1.1382,{'Cm-244': 1.0}
95,Americium,Am-244m,26 m,B-,–,0.5187,0.0172,0.5359,{'Cm-244': 0.9996}
95,Americium,Am-245,2.05 h,B-,–,0.2874,0.0324,0.3198,{'Cm-245': 1.0}
95,Americium,Am-246,39 m,B-,–,0.7241,0.7498,1.4739,{'Cm-246': 1.0}
95,Americium,Am-246m,25.0 m,B-,–,0.5033,0.9799,1.4832,{'Cm-246': 1.0}
95,Americium,Am-247,23.0 m,B-,–,0.5683,0.1348,0.7031,{'Cm-247': 1.0}
96,Curium,Cm-238,2.4 h,ECA,0.2537,0.0117,0.0829,0.3482,"{'Am-238': 0.9616, 'Pu-234': 0.0384}"
96,Curium,Cm-239,2.9 h,ECB+,–,0.0291,0.2593,0.2883,{'Am-239': 1.0}
96,Curium,Cm-240,27 d,ASF,6.365,0.0108,0.0022,6.3781,"{'Pu-236': 0.997, 'SF': 3.9e-08}"
96,Curium,Cm-241,32.8 d,ECA,0.0603,0.1342,0.5034,0.6979,"{'Am-241': 0.99, 'Pu-237': 0.01}"
96,Curium,Cm-242,162.8 d,ASF,6.2041,0.0096,0.002,6.2156,"{'Pu-238': 1.0, 'SF': 6.37e-08}"
96,Curium,Cm-243,29.1 y,AEC,5.8929,0.1342,0.1353,6.1624,"{'Pu-239': 0.9976, 'Am-243': 0.0024}"
96,Curium,Cm-244,18.10 y,ASF,5.8915,0.0079,0.0017,5.9014,"{'Pu-240': 1.0, 'SF': 1.371e-06}"
96,Curium,Cm-245,8.5E+3 y,ASF,5.4474,0.0824,0.1084,5.6382,"{'Pu-241': 1.0, 'SF': 6.1e-09}"
96,Curium,Cm-246,4.76E+3 y,ASF,5.4654,0.0085,0.005,5.5285,"{'Pu-242': 0.99974, 'SF': 0.000263}"
96,Curium,Cm-247,1.56E+7 y,A,5.0292,0.0114,0.3138,5.3544,{'Pu-243': 1.0}
96,Curium,Cm-248,3.48E+5 y,ASF,4.7212,0.7716,1.3127,22.5608,"{'Pu-244': 0.9161, 'SF': 0.0839}"
96,Curium,Cm-249,64.15 m,B-,–,0.2835,0.02,0.3035,{'Bk-249': 1.0}
96,Curium,Cm-250,8300 y,AB-SF,0.9283,8.427,13.3167,161.287,"{'Pu-246': 0.18, 'Bk-250': 0.08, 'SF': 0.74}"
96,Curium,Cm-251,16.8 m,B-,–,0.4545,0.1112,0.5657,{'Bk-251': 1.0}
97,Berkelium,Bk-245,4.94 d,ECA,0.0075,0.1326,0.2352,0.3752,"{'Cm-245': 0.9988, 'Am-241': 0.0012}"
97,Berkelium,Bk-246,1.80 d,EC,–,0.0554,0.8546,0.9101,{'Cm-246': 1.0}
97,Berkelium,Bk-247,1.38E+3 y,A,5.7031,0.0691,0.1468,5.919,{'Am-243': 1.0}
97,Berkelium,Bk-248m,23.7 h,B-EC,–,0.191,0.0559,0.247,"{'Cf-248': 0.7, 'Cm-248': 0.3}"
97,Berkelium,Bk-249,330 d,B-A,<E-04,0.0324,<E-04,0.0325,"{'Cf-249': 1.0, 'Am-245': 1.45e-05}"
97,Berkelium,Bk-250,3.212 h,B-,–,0.2949,0.8983,1.1932,{'Cf-250': 1.0}
97,Berkelium,Bk-251,55.6 m,B-,–,0.3693,0.0915,0.4608,{'Cf-251': 1.0}
98,Californium,Cf-244,19.4 m,A,7.3196,0.0075,0.002,7.3291,{'Cm-240': 1.0}
98,Californium,Cf-246,35.7 h,ASF,6.8527,0.006,0.0014,6.8606,"{'Cm-242': 1.0, 'SF': 2.5e-06}"
98,Californium,Cf-247,3.11 h,ECA,0.0022,0.0463,0.105,0.1536,"{'Bk-247': 0.99965, 'Cm-243': 0.00035}"
98,Californium,Cf-248,334 d,ASF,6.3518,0.0075,0.002,6.367,"{'Cm-244': 0.99997, 'SF': 2.9e-05}"
98,Californium,Cf-249,351 y,ASF,5.9262,0.0399,0.3282,6.2944,"{'Cm-245': 1.0, 'SF': 5.02e-09}"
98,Californium,Cf-250,13.08 y,ASF,6.1168,0.0103,0.0111,6.2897,"{'Cm-246': 0.99923, 'SF': 0.00077}"
98,Californium,Cf-251,900 y,A,5.8803,0.1705,0.1245,6.1754,{'Cm-247': 1.0}
98,Californium,Cf-252,2.645 y,ASF,6.0177,0.2516,0.4572,12.8107,"{'Cm-248': 0.96908, 'SF': 0.03092}"
98,Californium,Cf-253,17.81 d,B-A,0.0188,0.0908,0.0048,0.1144,"{'Es-253': 0.9969, 'Cm-249': 0.0031}"
98,Californium,Cf-254,60.5 d,ASF,0.0183,10.0442,16.8399,222.89,"{'Cm-250': 0.0031, 'SF': 0.9969}"
98,Californium,Cf-255,85 m,B-,–,0.2178,–,0.2178,{'Es-255': 1.0}
99,Einsteinium,Es-249,102.2 m,ECB+A,0.0392,0.0437,0.4129,0.4958,"{'Cf-249': 0.9943, 'Bk-245': 0.0057}"
99,Einsteinium,Es-250,8.6 h,EC,–,0.3281,1.2235,1.5516,{'Cf-250': 0.985}
99,Einsteinium,Es-250m,2.22 h,ECB+,–,0.0343,0.5549,0.5892,{'Cf-250': 1.0}
99,Einsteinium,Es-251,33 h,ECA,0.0329,0.0522,0.1016,0.1868,"{'Cf-251': 0.995, 'Bk-247': 0.005}"
99,Einsteinium,Es-253,20.47 d,ASF,6.7335,0.0022,0.0008,6.7366,"{'Bk-249': 1.0, 'SF': 8.9e-08}"
99,Einsteinium,Es-254m,39.3 h,B-AECSF,0.0208,0.2408,0.4757,0.8269,"{'Fm-254': 0.98, 'Bk-250': 0.0032, 'Cf-254': 0.00076, 'SF': 0.00045}"
99,Einsteinium,Es-255,39.8 d,B-ASF,0.5117,0.0737,0.0007,0.595,"{'Fm-255': 0.92, 'Bk-251': 0.08, 'SF': 4.5e-05}"
99,Einsteinium,Es-256,25.4 m,B-,–,0.5822,0.0032,0.5854,{'Fm-256': 1.0}
100,Fermium,Fm-251,5.30 h,ECB+A,0.1252,0.0337,0.1588,0.3176,"{'Es-251': 0.982, 'Cf-247': 0.018}"
100,Fermium,Fm-252,25.39 h,ASF,7.1449,0.0064,0.0018,7.1578,"{'Cf-248': 0.99998, 'SF': 2.3e-05}"
100,Fermium,Fm-253,3.00 d,ECA,0.8352,0.1084,0.0713,1.015,"{'Es-253': 0.88, 'Cf-249': 0.12}"
100,Fermium,Fm-254,3.240 h,ASF,7.2956,0.0095,0.0086,7.4339,"{'Cf-250': 0.99941, 'SF': 0.000592}"
100,Fermium,Fm-255,20.07 h,ASF,7.1292,0.0954,0.017,7.2417,"{'Cf-251': 1.0, 'SF': 2.3e-07}"
100,Fermium,Fm-256,157.6 m,ASF,0.5686,6.3116,12.4371,205.496,"{'Cf-252': 0.081, 'SF': 0.919}"
100,Fermium,Fm-257,100.5 d,ASF,6.6154,0.1471,0.1521,7.3388,"{'Cf-253': 0.9979, 'SF': 0.0021}"
